CHi_CHi_EW
0.000000	0.00000000e+00
0.020000	-5.94999996e-08
0.040000	1.08999996e-06
0.060000	2.27999999e-06
0.080000	3.72000000e-06
0.100000	4.97700012e-06
0.120000	6.00000021e-06
0.140000	7.09999995e-06
0.160000	8.85000009e-06
0.180000	9.95000028e-06
0.200000	1.10499996e-05
0.220000	1.27185003e-05
0.240000	1.39499998e-05
0.260000	1.56999995e-05
0.280000	1.54999998e-05
0.300000	2.11499992e-05
0.320000	2.37500008e-05
0.340000	2.33014998e-05
0.360000	1.84500004e-05
0.380000	2.26499997e-05
0.400000	2.52000009e-05
0.420000	2.97000006e-05
0.440000	2.40499994e-05
0.460000	2.75500006e-05
0.480000	2.30940004e-05
0.500000	2.95499995e-05
0.520000	2.97000006e-05
0.540000	2.92000004e-05
0.560000	2.84500002e-05
0.580000	3.32999989e-05
0.600000	2.87999992e-05
0.620000	2.83999998e-05
0.640000	2.08000001e-05
0.660000	2.82000001e-05
0.680000	1.80999996e-05
0.700000	1.84500004e-05
0.720000	1.01645001e-05
0.740000	1.28000001e-05
0.760000	1.48500003e-05
0.780000	2.08500005e-05
0.800000	1.09499997e-05
0.820000	-1.21000003e-05
0.840000	1.06000005e-06
0.860000	1.35999999e-05
0.880000	2.79769993e-05
0.900000	1.08000004e-05
0.920000	-4.64000004e-06
0.940000	-1.57499999e-05
0.960000	-1.40499997e-05
0.980000	-3.32999989e-05
1.000000	-2.79500000e-05
1.020000	-3.45500011e-05
1.040000	-4.32499983e-05
1.060000	-5.67335010e-05
1.080000	-2.56500007e-05
1.100000	-3.12000011e-05
1.120000	7.49999981e-06
1.140000	-3.14499994e-05
1.159999	-5.65404989e-05
1.179999	-7.03694968e-05
1.199999	-7.07560030e-05
1.219999	-4.01500001e-05
1.239999	-7.81275012e-05
1.259999	-1.25290506e-04
1.279999	-1.26262006e-04
1.299999	-6.13654993e-05
1.319999	-2.39000001e-05
1.339999	-9.10695017e-05
1.359999	-9.46185028e-05
1.379999	-1.35576993e-04
1.399999	-8.44114984e-05
1.419999	-9.14135017e-05
1.439999	-9.44990024e-05
1.459999	-1.46033504e-04
1.479999	-1.21037498e-04
1.499999	-7.78600006e-05
1.519999	-7.63845019e-05
1.539999	-6.51489972e-05
1.559999	-9.27069996e-05
1.579999	-7.19099990e-05
1.599999	-5.95995007e-05
1.619999	9.80700042e-06
1.639999	-4.22999983e-05
1.659999	-2.42000006e-05
1.679999	-2.74499998e-05
1.699999	1.43594998e-05
1.719999	-9.73260030e-05
1.739999	2.12499999e-05
1.759999	-1.36500003e-05
1.779999	9.41495018e-05
1.799999	6.19630009e-05
1.819999	1.04375998e-04
1.839999	1.26475003e-04
1.859999	1.21773002e-04
1.879999	1.21439502e-04
1.899999	1.18465003e-04
1.919999	1.07264503e-04
1.939999	1.05500003e-05
1.959999	7.71994964e-05
1.979999	1.49806001e-04
1.999999	2.51349498e-04
2.019999	1.99233007e-04
2.039999	2.72602512e-04
2.059999	2.20080998e-04
2.079999	2.70604010e-04
2.099999	3.17197992e-04
2.119999	3.88983986e-04
2.139999	2.40135996e-04
2.159999	2.78159510e-04
2.179999	2.69886514e-04
2.199999	3.04850488e-04
2.219999	3.52080999e-04
2.239999	4.68282989e-04
2.259999	4.09268512e-04
2.279999	3.05728492e-04
2.299999	2.94772006e-04
2.319999	2.28029996e-04
2.339998	2.84804002e-04
2.359998	2.86052498e-04
2.379998	3.87393491e-04
2.399998	3.59756988e-04
2.419998	5.21455004e-05
2.439998	5.96810016e-04
2.459998	-5.51805017e-04
2.479998	9.64134990e-04
2.499998	8.01205024e-05
2.519998	5.07440011e-04
2.539998	-3.90285510e-04
2.559998	1.12281495e-03
2.579998	-7.74745014e-04
2.599998	-3.88626504e-04
2.619998	7.40849995e-04
2.639998	-2.48745000e-05
2.659998	-1.43289997e-03
2.679998	1.29535003e-03
2.699998	4.51311498e-04
2.719998	-1.12979498e-03
2.739998	-6.37574994e-04
2.759998	2.28169491e-03
2.779998	-1.03130494e-03
2.799998	6.12629985e-04
2.819998	-2.25640507e-03
2.839998	8.80855019e-04
2.859998	-5.38534987e-05
2.879998	-5.08644991e-03
2.899998	-2.08841497e-03
2.919998	-3.93720018e-03
2.939998	3.26276990e-03
2.959998	4.09679022e-03
2.979998	3.78507003e-03
2.999998	1.71383005e-03
3.019998	-4.08266997e-03
3.039998	-4.93466016e-03
3.059998	-6.87325001e-03
3.079998	-1.92935998e-03
3.099998	7.08930008e-03
3.119998	8.43905029e-04
3.139998	-5.18799992e-03
3.159998	-6.32930023e-04
3.179998	-1.79273498e-04
3.199998	-4.65229014e-03
3.219998	2.34342995e-03
3.239998	-1.55326002e-03
3.259998	1.27426500e-03
3.279998	-8.24004970e-03
3.299998	-3.27000016e-05
3.319998	-5.66584989e-03
3.339998	1.24928504e-02
